name,distance,address,telephone,rating,review_counts,closed
Maezo Indian Cuisine,600.0805465142797,"('102-250 Dundas Street W', 'Toronto, ON M5T 2Z6', 'Canada')",+1 416-941-0000,4.5,12,False
Naanspot- Modern Indian Cuisine,464.34428672008136,"('310 College Street', 'Toronto, ON M5T 1S2', 'Canada')",+1 647-343-6226,4.0,5,False
Saffron Spice Kitchen,936.4721408543473,"('459 Queen Street W', 'Toronto, ON M5V 2A9', 'Canada')",+1 416-203-0222,4.0,137,False
Sizzler Kabab,219.14815771922216,"('381 Spadina Avenue', 'Toronto, ON M5T 2G6', 'Canada')",+1 416-551-7786,3.0,52,False
The Host Fine Indian Cuisine,840.2121990002239,"('87 Elm Street', 'Toronto, ON M5G 0A8', 'Canada')",+1 416-962-4678,3.5,133,False
Chaska,1163.7335687964298,"('218 Adelaide St W', 'Toronto, ON M5H 1W7', 'Canada')",,4.0,13,False
Hawker,476.76932098829974,"('291 Augusta Ave', 'Toronto, ON M5T 1N9', 'Canada')",+1 416-628-1905,5.0,40,False
Matha Roti - East Indian Cuisine,973.8232173970072,"('141 Harbord Street', 'Toronto, ON M5S 2M2', 'Canada')",+1 416-966-6955,4.0,34,False
The Bombay,961.5697528149882,"('259 Queen Street W', 'Toronto, ON M5V 1Z4', 'Canada')",+1 416-519-2550,3.5,10,False
Indian Biriyani House,837.3986785184403,"('181 Dundas St W', 'Toronto, ON M5G 1C7', 'Canada')",+1 416-340-1254,2.5,71,False
Matagali Restaurant,947.5700841102214,"('69 Elm Street', 'Toronto, ON M5G 1H2', 'Canada')",+1 416-599-9994,3.5,56,False
Colaba Junction,1000.1439978242908,"('801 Bay Street', 'Unit 3 & 4', 'Toronto, ON M5S 1Y9', 'Canada')",+1 416-646-8800,3.0,82,False
My Dosa Place,905.0020413580193,"('406 Queen Street W', 'Toronto, ON M5V 2A6', 'Canada')",+1 416-366-5554,4.0,1,False
Thindi,745.3784631615167,"('400 College Street', 'Toronto, ON M5T 1S7', 'Canada')",,4.0,6,False
Veda Healthy IndianTakeout,382.0713920339702,"('Sandford Fleming Building', ""10 King's College Rd"", 'Toronto, ON M5S', 'Canada')",+1 416-961-9797,3.0,22,False
PLANTA Toronto,982.175342577425,"('180 Queen Street W', 'Toronto, ON M5V 3X3', 'Canada')",+1 647-812-1210,4.0,172,False
Food Mantra,506.36857349479266,"('3583 Lake Shore Boulevard W', 'Etobicoke, ON M8W 1P5', 'Canada')",+1 437-880-8306,4.0,1,False
The Tale Indian Cuisine & Bar,11.85799214191101,"('3747 Lake Shore Blvd W', 'Unit 1', 'Toronto, ON M8W 1P9', 'Canada')",+1 416-546-4131,4.5,4,False
Feast of Dilli,956.2856683132117,"('378 Browns Line', 'Toronto, ON M8W 3T7', 'Canada')",+1 647-348-4567,4.5,100,False
Food Mantra,988.2841056845074,"('3583 Lake Shore Boulevard W', 'Etobicoke, ON M8W 1P5', 'Canada')",+1 437-880-8306,4.0,1,False
Kothur Indian Cuisine,722.124312643557,"('2403 LakeShore Blvd West', 'Toronto, ON M8V 1P7', 'Canada')",+1 416-253-5047,4.0,56,False
Maurya East Indian Roti,760.1164092305886,"('2481 Lakeshore Boulevard W', 'Etobicoke, ON M8V 1C5', 'Canada')",+1 647-748-6001,4.0,92,False
Koshaa Fine Indian Cuisine,776.9648679383039,"('2314 Lake Shore Blvd W', 'Toronto, ON M8V 1B5', 'Canada')",+1 647-349-8424,4.0,6,False
Kothur Indian Cuisine,677.1218786687311,"('2403 LakeShore Blvd West', 'Toronto, ON M8V 1P7', 'Canada')",+1 416-253-5047,4.0,56,False
Maurya East Indian Roti,608.4335429596393,"('2481 Lakeshore Boulevard W', 'Etobicoke, ON M8V 1C5', 'Canada')",+1 647-748-6001,4.0,92,False
Koshaa Fine Indian Cuisine,961.6353956464919,"('2314 Lake Shore Blvd W', 'Toronto, ON M8V 1B5', 'Canada')",+1 647-349-8424,4.0,6,False
Bombay On the Lake,784.1841666132141,"('3007 Lake Shore Boulevard W', 'Etobicoke, ON M8V 1K2', 'Canada')",+1 416-850-3721,3.5,46,False
Michael's West Indian Flavor,595.6575123638398,"('3067 Lake Shore Boulevard', 'Toronto, ON M8V 4C9', 'Canada')",+1 647-343-3611,4.0,15,False
Kothur Indian Cuisine,113.5945959714953,"('2403 LakeShore Blvd West', 'Toronto, ON M8V 1P7', 'Canada')",+1 416-253-5047,4.0,56,False
Maurya East Indian Roti,75.44472642287244,"('2481 Lakeshore Boulevard W', 'Etobicoke, ON M8V 1C5', 'Canada')",+1 647-748-6001,4.0,92,False
Koshaa Fine Indian Cuisine,457.5004044302894,"('2314 Lake Shore Blvd W', 'Toronto, ON M8V 1B5', 'Canada')",+1 647-349-8424,4.0,6,False
Indilicious,604.9785694429331,"('3358 Dundas Street W', 'Toronto, ON M6P 2A4', 'Canada')",+1 416-769-4270,4.0,24,False
Roti Time,445.38305665519437,"('2542 St Clair Ave West', 'Toronto, ON M6N 1L7', 'Canada')",+1 416-901-8311,3.5,58,False
My Roti Place / My Dosa Place,771.827698223247,"('383 Jane Street', 'Toronto, ON M6S 3Z3', 'Canada')",+1 416-766-7683,3.0,8,False
Leela Indian Food Bar,895.285330217098,"('3108 Dundas Street W', 'Toronto, ON M6P 2A1', 'Canada')",+1 416-769-7777,4.0,107,False
Indilicious,233.09085842324973,"('3358 Dundas Street W', 'Toronto, ON M6P 2A4', 'Canada')",+1 416-769-4270,4.0,24,False
Roti Time,366.67022680488907,"('2542 St Clair Ave West', 'Toronto, ON M6N 1L7', 'Canada')",+1 416-901-8311,3.5,58,False
My Roti Place / My Dosa Place,884.2059188588242,"('383 Jane Street', 'Toronto, ON M6S 3Z3', 'Canada')",+1 416-766-7683,3.0,8,False
Leela Indian Food Bar,988.6864638357395,"('3108 Dundas Street W', 'Toronto, ON M6P 2A1', 'Canada')",+1 416-769-7777,4.0,107,False
Indilicious,413.1584728948919,"('3358 Dundas Street W', 'Toronto, ON M6P 2A4', 'Canada')",+1 416-769-4270,4.0,24,False
Roti Time,145.86526948973417,"('2542 St Clair Ave West', 'Toronto, ON M6N 1L7', 'Canada')",+1 416-901-8311,3.5,58,False
My Roti Place / My Dosa Place,89.79137623796339,"('383 Jane Street', 'Toronto, ON M6S 3Z3', 'Canada')",+1 416-766-7683,3.0,8,False
Bukhara Grill,1188.7843772565172,"('2241A Bloor Street W', 'Toronto, ON M6S 1N7', 'Canada')",+1 416-551-5199,4.0,74,False
Indilicious,899.7011110535572,"('3358 Dundas Street W', 'Toronto, ON M6P 2A4', 'Canada')",+1 416-769-4270,4.0,24,False
Himalayan Kitchen,158.0590703097669,"('1526 Queen Street W', 'Toronto, ON M6R 1A1', 'Canada')",+1 416-536-4138,4.5,152,False
Mother India,128.95772450069754,"('1456 Queen Street W', 'Toronto, ON M6K 1M2', 'Canada')",+1 416-588-4634,4.0,207,False
Garleek Kitchen,114.53822563217214,"('1500 Queen Street W', 'Toronto, ON M6R 1A4', 'Canada')",+1 416-551-0929,4.5,53,False
South Indian Dosa Mahal,735.209465447964,"('9 Roncesvalles Avenue', 'Toronto, ON M6R 2K2', 'Canada')",+1 647-341-8553,4.0,13,False
OM Restaurant and Bar,60.82221446143158,"('1439 Queen Street W', 'Toronto, ON M6R 1A1', 'Canada')",+1 416-532-3901,4.0,52,False
Roja's Kitchen,716.5352468323988,"('1647 Queen Street W', 'Toronto, ON M6R 1A9', 'Canada')",+1 647-657-2600,5.0,2,False
Momo Cafe & Zomsa Bar,105.47483675774153,"('1498 Queen Street W', 'Toronto, ON M6R 1A4', 'Canada')",+1 416-551-0997,5.0,2,False
Little Tibet  Restaurant,91.12775006233515,"('1449A Queen Street W', 'Toronto, ON M6R 1A1', 'Canada')",+1 416-532-9728,4.5,26,False
Loga's Corner,107.92923766338579,"('216C Close Avenue', 'Toronto, ON M6K 2V5', 'Canada')",+1 647-761-0965,4.5,174,False
Norling,131.39043353767303,"('1512 Queen Street W', 'Toronto, ON M6R 1A4', 'Canada')",+1 416-532-2877,4.0,72,False
IST Snack Bar,511.5425477039871,"('1263 Queen Street W', 'Toronto, ON M6K 1L4', 'Canada')",,3.5,13,False
Shangrila Tibetan & Asian Cuisine,363.4400865226292,"('1600 Queen Street W', 'Toronto, ON M6R 1A8', 'Canada')",+1 416-588-1100,4.0,96,False
Dave's Hot Chicken,304.1500496845856,"('1582 Queen Street W', 'Toronto, ON M6R 1A6', 'Canada')",+1 416-546-3776,3.5,63,False
My Roti Place,458.4792210270734,"('948 Queen Street E', 'Toronto, ON M4M 1J7', 'Canada')",+1 416-778-4448,4.0,14,False
KaSpace Cafe,806.5905339383227,"('1183 Queen Street E', 'Toronto, ON M4M 1L6', 'Canada')",+1 647-657-9600,5.0,9,False
Tabule Middle Eastern Cuisine,723.6816600428427,"('810 Queen Street  E', 'Toronto, ON M4M 1H7', 'Canada')",+1 416-465-2500,4.0,203,False
Maurya East Indian Roti,878.1296844442343,"('150 E Liberty Street', 'Toronto, ON M6K 3R5', 'Canada')",+1 647-347-7002,3.0,45,False
6ixTriangles,1251.947653491537,"('127 Jefferson Avenue', 'Toronto, ON M6K 3E4', 'Canada')",+1 416-539-0555,3.5,7,False
Cumin Kitchen - Fine Indian Cuisine,1363.0458627953847,"('1820 Danforth Avenue', 'Toronto, ON M4C 1H8', 'Canada')",+1 647-748-5522,4.5,71,False
Simba Grill,981.2656133310272,"('375 Donlands Avenue', 'East York, ON M4J 3S2', 'Canada')",+1 416-429-6057,3.5,24,False
Butter Chicken Roti,437.73197421077435,"('1041 Coxwell Avenue', 'Toronto, ON M5G 1S4', 'Canada')",,4.0,5,False
Bukhara Grill,782.6449080799996,"('2241A Bloor Street W', 'Toronto, ON M6S 1N7', 'Canada')",+1 416-551-5199,4.0,74,False
Durbar Indian Cuisine,844.7234493058792,"('2469 Bloor Street W', 'Toronto, ON M6S 1P7', 'Canada')",+1 416-762-4441,3.5,19,False
Rikki Tikki,985.4594904668885,"('209 Augusta Avenue', 'Toronto, ON M5T 2L4', 'Canada')",+1 416-792-3229,5.0,29,False
Mannat Indian & Hakka Bar,779.6623462273906,"('839 College St', 'Toronto, ON M6H 1A1', 'Canada')",+1 647-398-2155,4.5,9,False
Madras Kaapi,899.8745928167683,"('870 College Street', 'Toronto, ON M6H 1A3', 'Canada')",+1 416-516-9909,4.5,11,False
Roti Mahal Indian Cuisine,1004.1264562110839,"('554 Queen Street W', 'Toronto, ON M5V 2B5', 'Canada')",+1 416-546-9404,4.5,19,False
Samrat Indian Cuisine,364.07037239264884,"('648 College St', 'Toronto, ON M6G 1B8', 'Canada')",+1 905-724-1006,3.5,10,False
The Cottage Cheese,954.178716662487,"('64 Oxford Street', 'Toronto, ON M5T 1P1', 'Canada')",+1 647-368-8633,4.5,26,False
By Aanch,286.8288391659181,"('633 College Street', 'Toronto, ON M6G 1B5', 'Canada')",+1 647-483-0513,3.5,2,False
Naanspot- Modern Indian Cuisine,1082.2835225023312,"('310 College Street', 'Toronto, ON M5T 1S2', 'Canada')",+1 647-343-6226,4.0,5,False
The Pomegranate Restaurant,716.6646530929361,"('420 College Street', 'Toronto, ON M5T 1T3', 'Canada')",+1 416-921-7557,4.0,197,False
Thindi,788.0501503415665,"('400 College Street', 'Toronto, ON M5T 1S7', 'Canada')",,4.0,6,False
The Kettle,934.898678149682,"('685 Queen Street W', 'Toronto, ON M6J 1E6', 'Canada')",+1 416-551-6788,4.5,17,False
Curryish Tavern,823.5815655985979,"('783 Queen Street W', 'Toronto, ON M6J 1G1', 'Canada')",+1 416-392-7837,4.0,11,False
Friends Butter Chicken,964.8537069420449,"('657 Queen Street W', 'Toronto, ON M6J 1E6', 'Canada')",,4.5,4,False
Hawker,985.538902379521,"('291 Augusta Ave', 'Toronto, ON M5T 1N9', 'Canada')",+1 416-628-1905,5.0,40,False
The Momo House,936.13400592448,"('685 Queen St W', 'Toronto, ON M6J 1E6', 'Canada')",,4.0,4,False
Spicy Grill Indo Pak Cuisine,985.538902379521,"('291 Augusta Ave', 'Toronto, ON M5T 3A9', 'Canada')",+1 416-968-7111,2.5,7,False
Colaba Junction,548.9596148332993,"('420 Bathurst Street', 'Toronto, ON M5T 2S6', 'Canada')",,3.5,5,False
Sizzler Kabab,1189.6556913265754,"('754 King Street W', 'Toronto, ON M5V 1N3', 'Canada')",,3.5,11,False
King's Café,938.0293755679147,"('192 Augusta Avenue', 'Toronto, ON M5T 2L6', 'Canada')",+1 416-591-1340,4.0,143,False
Fresh on Crawford,816.1807511486503,"('894 Queen Street W', 'Toronto, ON M6J 1G3', 'Canada')",+1 416-599-4442,3.5,193,False
Chachu's,844.3368971725754,"('179 Parliament Street', 'Toronto, ON M5A 1T1', 'Canada')",,3.5,2,False
Tabule Middle Eastern Cuisine,805.2901645835677,"('810 Queen Street  E', 'Toronto, ON M4M 1H7', 'Canada')",+1 416-465-2500,4.0,203,False
Chachu's,870.181786172047,"('179 Parliament Street', 'Toronto, ON M5A 1T1', 'Canada')",,3.5,2,False
Tabule Middle Eastern Cuisine,916.7846203751157,"('810 Queen Street  E', 'Toronto, ON M4M 1H7', 'Canada')",+1 416-465-2500,4.0,203,False
Suruthi's Take Out & Catering,871.2832154714638,"('585 Parliament Street', 'Toronto, ON M4X 1P9', 'Canada')",+1 416-925-1939,4.0,12,False
Butter Chicken Factory,880.7264874975667,"('560 Parliament Street', 'Toronto, ON M4X 1P8', 'Canada')",+1 416-964-7583,3.5,164,False
King Place,887.659343622542,"('236 Sherbourne Street', 'Unit 1', 'Toronto, ON M5A 2R7', 'Canada')",+1 647-352-0786,3.5,44,False
Momo Ghar,894.5138896524342,"('568 Parliament St', 'Toronto, ON M4X 1P6', 'Canada')",+1 416-920-8224,5.0,12,False
Chachu's,697.8500633902464,"('179 Parliament Street', 'Toronto, ON M5A 1T1', 'Canada')",,3.5,2,False
Kabab & Tikah House,908.8510867776336,"('178 Carlton Street', 'Toronto, ON M5A 2K3', 'Canada')",+1 416-964-8414,2.0,10,False
BBQ Chicken Factory,967.6340161046775,"('292 Wellesley Street E', 'Toronto, ON M4X 1H1', 'Canada')",+1 647-352-7111,4.0,2,False
786 Halal Biryani House,870.0525816464173,"('236 Sherbourne Street', 'Toronto, ON M5A 3X2', 'Canada')",+1 647-352-0786,2.0,6,False
Bindia Indian Bistro,638.5372937995,"('16 Market St.', 'Toronto, ON M5E 1M6', 'Canada')",+1 416-863-0000,4.0,208,False
Bombay Palace,649.2728756637039,"('71 Jarvis Street', 'Toronto, ON M5C 2H2', 'Canada')",+1 416-368-8048,3.5,59,False
Benares Cucina Indian,832.8790871928155,"('001 – 49 Front Street E', 'Toronto, ON M5E 1B3', 'Canada')",+1 416-955-9000,4.0,13,False
Butter Chicken Roti,459.68803313508073,"('201 King Street E', 'Unit 3', 'Toronto, ON M5A 1J5', 'Canada')",+1 416-551-9933,3.5,39,False
Karma’s Kitchen,488.44103891779133,"('140 The Esplanade', 'Unit 4', 'Toronto, ON M5A 4P5', 'Canada')",,2.0,1,False
Chachu's,684.8596942426825,"('179 Parliament Street', 'Toronto, ON M5A 1T1', 'Canada')",,3.5,2,False
King Place,1090.2475636527338,"('236 Sherbourne Street', 'Unit 1', 'Toronto, ON M5A 2R7', 'Canada')",+1 647-352-0786,3.5,44,False
My Roti Place,1288.1688346121,"('12 Queens Quay W', 'Toronto, ON M5J 2V7', 'Canada')",+1 647-348-7684,3.5,26,False
Curry Kitchen + Falafel,1210.1975552018448,"('139 Dundas Street E', 'Toronto, ON M5B 2N6', 'Canada')",+1 647-352-8779,5.0,1,False
Chaska,595.566238568299,"('16 Richardson Street', 'Unit 2', 'Toronto, ON M5A 1B4', 'Canada')",+1 416-594-0104,1.0,1,False
My Dosa Place,1297.489016749236,"('12 Queens Quay W', 'Toronto, ON M5J 2V7', 'Canada')",+1 647-350-3672,3.0,20,False
Laziz Curry Kitchen,1208.6165272779574,"('151 Dundas St E', 'Toronto, ON M5B 1E4', 'Canada')",+1 416-762-9440,3.5,2,False
Kabul Express,1259.854925726396,"('126 Dundas Street E', 'Toronto, ON M5B 1E2', 'Canada')",+1 647-351-1111,3.5,87,False
786 Halal Biryani House,1082.7254735501826,"('236 Sherbourne Street', 'Toronto, ON M5A 3X2', 'Canada')",+1 647-352-0786,2.0,6,False
Suruthi's Take Out & Catering,442.2884914173015,"('585 Parliament Street', 'Toronto, ON M4X 1P9', 'Canada')",+1 416-925-1939,4.0,12,False
Butter Chicken Factory,411.873679091134,"('560 Parliament Street', 'Toronto, ON M4X 1P8', 'Canada')",+1 416-964-7583,3.5,164,False
Indian Roti House,522.3356153524057,"('471 Church Street', 'Toronto, ON M4Y 2C5', 'Canada')",+1 647-987-7684,3.5,44,False
Naan & Kabob,1010.7871937041521,"('691 Yonge Street', 'Toronto, ON M4Y 2B2', 'Canada')",+1 416-972-6623,4.0,152,False
Momo Ghar,408.06002626679754,"('568 Parliament St', 'Toronto, ON M4X 1P6', 'Canada')",+1 416-920-8224,5.0,12,False
Suksi Biryani House,1009.5983166628204,"('15 Hayden Street', 'Toronto, ON M4Y 2P2', 'Canada')",+1 416-515-1957,3.5,73,False
Maja Indian Cuisine,738.8085167012109,"('345 Bloor Street E', 'Toronto, ON M4W 3J6', 'Canada')",+1 647-350-7876,4.0,34,False
Kothur Indian Cuisine,949.1060698969598,"('649 Yonge Street', 'Toronto, ON M4Y 2A6', 'Canada')",+1 416-926-0953,3.5,104,False
Spice66,1123.5554927263702,"('335 Yonge And Dundas', 'Toronto, ON M5B 2L3', 'Canada')",+1 416-816-2766,4.0,3,False
Colaba Junction,1077.4291578438126,"('801 Bay Street', 'Unit 3 & 4', 'Toronto, ON M5S 1Y9', 'Canada')",+1 416-646-8800,3.0,82,False
Matagali Restaurant,1318.83805302052,"('69 Elm Street', 'Toronto, ON M5G 1H2', 'Canada')",+1 416-599-9994,3.5,56,False
King Place,917.8795162382496,"('236 Sherbourne Street', 'Unit 1', 'Toronto, ON M5A 2R7', 'Canada')",+1 647-352-0786,3.5,44,False
Indian Studio Kitchen,909.3348727580487,"('429 Yonge Street', 'Toronto, ON M5B 1T1', 'Canada')",+1 416-977-8137,4.0,1,False
Globol Restaurants,650.8413079766681,"('60 Carlton Street', 'Loblaws Maple Leaf Gardens', 'Toronto, ON M5B 1J2', 'Canada')",,5.0,1,False
T|Bar,1115.140896958035,"('Chelsea Hotel', '33 Gerrard Street W', 'Toronto, ON M5G 1Z4', 'Canada')",+1 416-585-4961,3.5,13,False
Punjabi Chaap Corner,1218.1437710985665,"('38 Elm Street', 'Unit 06A', 'Toronto, ON M5G 2K5', 'Canada')",+1 416-598-3787,4.0,5,False
Kabab & Tikah House,316.7405862856407,"('178 Carlton Street', 'Toronto, ON M5A 2K3', 'Canada')",+1 416-964-8414,2.0,10,False
BBQ Chicken Factory,457.18403173858076,"('292 Wellesley Street E', 'Toronto, ON M4X 1H1', 'Canada')",+1 647-352-7111,4.0,2,False
Oh Bombay,938.9436625768443,"('21 Grenville Street', 'Toronto, ON M4Y 1A1', 'Canada')",+1 647-812-6208,3.5,3,False
Multani Rollz & Bowlz,1005.5012260875128,"('384 Yonge Street', 'Unit 54', 'Toronto, ON M5G 2K2', 'Canada')",,3.0,1,False
Khau Gully,43.22193301419745,"('1991 Yonge Street', 'Toronto, ON M4S 1Z8', 'Canada')",,4.0,101,False
Aafrien,702.9467961640985,"('55 Eglinton Avenue E', 'Toronto, ON M4P 1G8', 'Canada')",+1 416-482-3434,4.5,20,False
Tamasha,446.28929476265745,"('1835 Yonge Street', 'Toronto, ON M4S 1X8', 'Canada')",+1 647-508-4455,3.5,40,False
My Roti Place,60.38110203302747,"('2013 Yonge Street', 'Toronto, ON M4S 1Z8', 'Canada')",+1 416-322-9559,4.0,22,False
Marigold Indian Bistro,769.8919856886339,"('552 Mount Pleasant Road', 'Toronto, ON M4S 2M6', 'Canada')",+1 647-748-0220,3.0,77,False
Flaming Stove,297.4795306453614,"('21 Davisville Avenue', 'Toronto, ON M4S 1G3', 'Canada')",+1 416-644-5051,4.5,68,False
Chowrasta Indian Cuisine,879.6019374606437,"('164 Eglinton Avenue E', 'Toronto, ON M4P 1G4', 'Canada')",+1 416-486-6644,3.5,4,False
My Roti Place,74.89792919225997,"('3 Glebe Rd E', 'Toronto, ON M4S 1N7', 'Canada')",+1 647-295-9446,2.5,3,False
Fresh on Eglinton,754.791166878983,"('101 Eglinton Avenue E', 'Toronto, ON M4P 1H4', 'Canada')",+1 416-599-4442,3.5,205,False
Aafrien,457.8594935143908,"('55 Eglinton Avenue E', 'Toronto, ON M4P 1G8', 'Canada')",+1 416-482-3434,4.5,20,False
Khau Gully,280.80521916546684,"('1991 Yonge Street', 'Toronto, ON M4S 1Z8', 'Canada')",,4.0,101,False
Tamasha,713.2731109555353,"('1835 Yonge Street', 'Toronto, ON M4S 1X8', 'Canada')",+1 647-508-4455,3.5,40,False
My Roti Place,225.3693105726323,"('2013 Yonge Street', 'Toronto, ON M4S 1Z8', 'Canada')",+1 416-322-9559,4.0,22,False
Marigold Indian Bistro,772.8339885945704,"('552 Mount Pleasant Road', 'Toronto, ON M4S 2M6', 'Canada')",+1 647-748-0220,3.0,77,False
Flaming Stove,559.393258183598,"('21 Davisville Avenue', 'Toronto, ON M4S 1G3', 'Canada')",+1 416-644-5051,4.5,68,False
Chowrasta Indian Cuisine,664.2881285049053,"('164 Eglinton Avenue E', 'Toronto, ON M4P 1G4', 'Canada')",+1 416-486-6644,3.5,4,False
Fresh on Eglinton,519.3143481117538,"('101 Eglinton Avenue E', 'Toronto, ON M4P 1H4', 'Canada')",+1 416-599-4442,3.5,205,False
My Roti Place,227.5794383210138,"('3 Glebe Rd E', 'Toronto, ON M4S 1N7', 'Canada')",+1 647-295-9446,2.5,3,False
Ambiyan on Yonge,211.8981897791918,"('1560 Yonge Street', 'Unit 114', 'Toronto, ON M4T 2S9', 'Canada')",+1 416-792-5656,4.5,14,False
Tamasha,929.2462702508885,"('1835 Yonge Street', 'Toronto, ON M4S 1X8', 'Canada')",+1 647-508-4455,3.5,40,False
Vivah Restaurant,211.8981897791918,"('1560 Yonge Street', 'Toronto, ON M4T 2S9', 'Canada')",+1 416-929-2800,2.5,2,False
Twisted Indian Wraps,120.76945564512418,"('60 St Clair Avenue East', 'Toronto, ON M4T 1N5', 'Canada')",+1 416-546-0314,4.5,5,False
Indian Flavour Restaurant,508.86910908159615,"('4700 Keele Street', 'North York, ON M3J 1P3', 'Canada')",+1 416-663-2666,2.0,19,False
Masala Cafe,780.0379445014696,"('59 Four Winds Drive.', 'Toronto, ON M3J', 'Canada')",+1 416-665-2233,3.0,8,False
Chaska Indian Street Food,560.6913339658117,"('80 York Boulevard', 'Unit 17', 'North York, ON M3J 1P3', 'Canada')",+1 647-368-7161,5.0,1,False
Amaya Express,262.78709135669925,"('95 The Pond Road', 'Toronto, ON M3J 0L1', 'Canada')",+1 647-245-5509,2.0,6,False
Bamiyan Kabob,961.4813766488485,"('4205 Keele St', 'Toronto, ON M3J 2N8', 'Canada')",+1 416-650-0111,4.0,88,False
Berries & Blooms,545.751174870051,"('4700 Keele Street', 'North York, ON M3J 1P3', 'Canada')",+1 416-663-0030,2.5,22,False
Masala Cafe,224.56407230904796,"('59 Four Winds Drive.', 'Toronto, ON M3J', 'Canada')",+1 416-665-2233,3.0,8,False
Amaya Express,713.8139217747017,"('95 The Pond Road', 'Toronto, ON M3J 0L1', 'Canada')",+1 647-245-5509,2.0,6,False
Masala Cafe,649.1582135139114,"('59 Four Winds Drive.', 'Toronto, ON M3J', 'Canada')",+1 416-665-2233,3.0,8,False
Indian Flavour Restaurant,1298.2168641710175,"('4700 Keele Street', 'North York, ON M3J 1P3', 'Canada')",+1 416-663-2666,2.0,19,False
Bamiyan Kabob,960.7600689466805,"('4205 Keele St', 'Toronto, ON M3J 2N8', 'Canada')",+1 416-650-0111,4.0,88,False
Amaya Express,881.0688379773226,"('95 The Pond Road', 'Toronto, ON M3J 0L1', 'Canada')",+1 647-245-5509,2.0,6,False
Raj Mahal Indian Cuisine,916.0543822796575,"('1881 Steeles Avenue W', 'Dufferin Corners', 'Toronto, ON M3H 5Y4', 'Canada')",+1 647-748-4040,4.5,42,False
Indian Street Food Company,474.933031114385,"('1701 Bayview Avenue', 'Toronto, ON M4G 3C1', 'Canada')",+1 416-322-3270,3.5,88,False
Kamasutra Indian Restaurant & Wine Bar,913.9966175976288,"('1522 Bayview Avenue', 'Toronto, ON M4G 3B4', 'Canada')",+1 416-489-4899,3.5,111,False
Marigold Indian Bistro,1257.9007760778202,"('552 Mount Pleasant Road', 'Toronto, ON M4S 2M6', 'Canada')",+1 647-748-0220,3.0,77,False
Maurya East Indian Roti,771.3488556916375,"('1549 Bayview Avenue', 'Toronto, ON M5G 1S4', 'Canada')",+1 416-792-2657,4.0,8,False
Mt Everest Restaurant,979.9649026716421,"('804 Eglinton Avenue E', 'Toronto, ON M4G 2L1', 'Canada')",+1 647-748-8849,3.5,87,False
Bom-Bay Snackbar,688.2811714134514,"('1595 Bayview Avenue', 'Toronto, ON M4G 3B5', 'Canada')",+1 416-646-9727,4.0,2,False
My Roti Place,163.70281831123773,"('3334 Yonge Street', 'Toronto, ON M4N 2M4', 'Canada')",+1 416-489-7684,3.5,8,False
Rikki Tikki,742.0289543027884,"('209 Augusta Avenue', 'Toronto, ON M5T 2L4', 'Canada')",+1 416-792-3229,5.0,29,False
Indian Desire,939.8877283542195,"('469 Bloor Street W', 'Toronto, ON M5S 1X9', 'Canada')",+1 416-519-0604,4.5,18,False
The Cottage Cheese,594.4251005452769,"('64 Oxford Street', 'Toronto, ON M5T 1P1', 'Canada')",+1 647-368-8633,4.5,26,False
Naanspot- Modern Indian Cuisine,438.2831047355453,"('310 College Street', 'Toronto, ON M5T 1S2', 'Canada')",+1 647-343-6226,4.0,5,False
Matha Roti - East Indian Cuisine,692.1800229141984,"('141 Harbord Street', 'Toronto, ON M5S 2M2', 'Canada')",+1 416-966-6955,4.0,34,False
The Chulo,987.3142611424282,"('394 Bloor Street', 'Unit 102', 'Toronto, ON M5S 1X4', 'Canada')",+1 416-925-9777,4.0,2,False
Indraprastha,648.9493627689802,"('5 Baldwin Street', 'Toronto, ON M5T 1L1', 'Canada')",+1 437-880-8349,5.0,2,False
Maezo Indian Cuisine,904.2651600399026,"('102-250 Dundas Street W', 'Toronto, ON M5T 2Z6', 'Canada')",+1 416-941-0000,4.5,12,False
Naan & Kabob,1374.8740210533754,"('691 Yonge Street', 'Toronto, ON M4Y 2B2', 'Canada')",+1 416-972-6623,4.0,152,False
Sizzler Kabab,459.72396943719775,"('381 Spadina Avenue', 'Toronto, ON M5T 2G6', 'Canada')",+1 416-551-7786,3.0,52,False
The Host Fine Indian Cuisine,1034.367614488918,"('87 Elm Street', 'Toronto, ON M5G 0A8', 'Canada')",+1 416-962-4678,3.5,133,False
Hawker,567.0189683438754,"('291 Augusta Ave', 'Toronto, ON M5T 1N9', 'Canada')",+1 416-628-1905,5.0,40,False
Colaba Junction,997.8727045193623,"('801 Bay Street', 'Unit 3 & 4', 'Toronto, ON M5S 1Y9', 'Canada')",+1 416-646-8800,3.0,82,False
Veda Healthy IndianTakeout,260.23939466556317,"('Sandford Fleming Building', ""10 King's College Rd"", 'Toronto, ON M5S', 'Canada')",+1 416-961-9797,3.0,22,False
Thindi,733.9139076429019,"('400 College Street', 'Toronto, ON M5T 1S7', 'Canada')",,4.0,6,False
Kothur Indian Cuisine,1312.2693669344724,"('649 Yonge Street', 'Toronto, ON M4Y 2A6', 'Canada')",+1 416-926-0953,3.5,104,False
The Pomegranate Restaurant,812.7492561012926,"('420 College Street', 'Toronto, ON M5T 1T3', 'Canada')",+1 416-921-7557,4.0,197,False
